Date;Power
2022-10-13 00:00:00;0.0
2022-10-13 00:01:00;0.0
2022-10-13 00:02:00;0.0
2022-10-13 00:03:00;0.0
2022-10-13 00:04:00;0.0
2022-10-13 00:05:00;0.0
2022-10-13 00:06:00;0.0
2022-10-13 00:07:00;0.0
2022-10-13 00:08:00;0.0
2022-10-13 00:09:00;0.0
2022-10-13 00:10:00;0.0
2022-10-13 00:11:00;0.0
2022-10-13 00:12:00;0.0
2022-10-13 00:13:00;0.0
2022-10-13 00:14:00;0.0
2022-10-13 00:15:00;0.0
2022-10-13 00:16:00;0.0
2022-10-13 00:17:00;0.0
2022-10-13 00:18:00;0.0
2022-10-13 00:19:00;0.0
2022-10-13 00:20:00;0.0
2022-10-13 00:21:00;0.0
2022-10-13 00:22:00;0.0
2022-10-13 00:23:00;0.0
2022-10-13 00:24:00;0.0
2022-10-13 00:25:00;0.0
2022-10-13 00:26:00;0.0
2022-10-13 00:27:00;0.0
2022-10-13 00:28:00;0.0
2022-10-13 00:29:00;0.0
2022-10-13 00:30:00;0.0
2022-10-13 00:31:00;0.0
2022-10-13 00:32:00;0.0
2022-10-13 00:33:00;0.0
2022-10-13 00:34:00;0.0
2022-10-13 00:35:00;0.0
2022-10-13 00:36:00;0.0
2022-10-13 00:37:00;0.0
2022-10-13 00:38:00;0.0
2022-10-13 00:39:00;0.0
2022-10-13 00:40:00;0.0
2022-10-13 00:41:00;0.0
2022-10-13 00:42:00;0.0
2022-10-13 00:43:00;0.0
2022-10-13 00:44:00;0.0
2022-10-13 00:45:00;0.0
2022-10-13 00:46:00;0.0
2022-10-13 00:47:00;0.0
2022-10-13 00:48:00;0.0
2022-10-13 00:49:00;0.0
2022-10-13 00:50:00;0.0
2022-10-13 00:51:00;0.0
2022-10-13 00:52:00;0.0
2022-10-13 00:53:00;0.0
2022-10-13 00:54:00;0.0
2022-10-13 00:55:00;0.0
2022-10-13 00:56:00;0.0
2022-10-13 00:57:00;0.0
2022-10-13 00:58:00;0.0
2022-10-13 00:59:00;0.0
2022-10-13 01:00:00;0.0
2022-10-13 01:01:00;0.0
2022-10-13 01:02:00;0.0
2022-10-13 01:03:00;0.0
2022-10-13 01:04:00;0.0
2022-10-13 01:05:00;0.0
2022-10-13 01:06:00;0.0
2022-10-13 01:07:00;0.0
2022-10-13 01:08:00;0.0
2022-10-13 01:09:00;0.0
2022-10-13 01:10:00;0.0
2022-10-13 01:11:00;0.0
2022-10-13 01:12:00;0.0
2022-10-13 01:13:00;0.0
2022-10-13 01:14:00;0.0
2022-10-13 01:15:00;0.0
2022-10-13 01:16:00;0.0
2022-10-13 01:17:00;0.0
2022-10-13 01:18:00;0.0
2022-10-13 01:19:00;0.0
2022-10-13 01:20:00;0.0
2022-10-13 01:21:00;0.0
2022-10-13 01:22:00;0.0
2022-10-13 01:23:00;0.0
2022-10-13 01:24:00;0.0
2022-10-13 01:25:00;0.0
2022-10-13 01:26:00;0.0
2022-10-13 01:27:00;0.0
2022-10-13 01:28:00;0.0
2022-10-13 01:29:00;0.0
2022-10-13 01:30:00;0.0
2022-10-13 01:31:00;0.0
2022-10-13 01:32:00;0.0
2022-10-13 01:33:00;0.0
2022-10-13 01:34:00;0.0
2022-10-13 01:35:00;0.0
2022-10-13 01:36:00;0.0
2022-10-13 01:37:00;0.0
2022-10-13 01:38:00;0.0
2022-10-13 01:39:00;0.0
2022-10-13 01:40:00;0.0
2022-10-13 01:41:00;0.0
2022-10-13 01:42:00;0.0
2022-10-13 01:43:00;0.0
2022-10-13 01:44:00;0.0
2022-10-13 01:45:00;0.0
2022-10-13 01:46:00;0.0
2022-10-13 01:47:00;0.0
2022-10-13 01:48:00;0.0
2022-10-13 01:49:00;0.0
2022-10-13 01:50:00;0.0
2022-10-13 01:51:00;0.0
2022-10-13 01:52:00;0.0
2022-10-13 01:53:00;0.0
2022-10-13 01:54:00;0.0
2022-10-13 01:55:00;0.0
2022-10-13 01:56:00;0.0
2022-10-13 01:57:00;0.0
2022-10-13 01:58:00;0.0
2022-10-13 01:59:00;0.0
2022-10-13 02:00:00;0.0
2022-10-13 02:01:00;0.0
2022-10-13 02:02:00;0.0
2022-10-13 02:03:00;0.0
2022-10-13 02:04:00;0.0
2022-10-13 02:05:00;0.0
2022-10-13 02:06:00;0.0
2022-10-13 02:07:00;0.0
2022-10-13 02:08:00;0.0
2022-10-13 02:09:00;0.0
2022-10-13 02:10:00;0.0
2022-10-13 02:11:00;0.0
2022-10-13 02:12:00;0.0
2022-10-13 02:13:00;0.0
2022-10-13 02:14:00;0.0
2022-10-13 02:15:00;0.0
2022-10-13 02:16:00;0.0
2022-10-13 02:17:00;0.0
2022-10-13 02:18:00;0.0
2022-10-13 02:19:00;0.0
2022-10-13 02:20:00;0.0
2022-10-13 02:21:00;0.0
2022-10-13 02:22:00;0.0
2022-10-13 02:23:00;0.0
2022-10-13 02:24:00;0.0
2022-10-13 02:25:00;0.0
2022-10-13 02:26:00;0.0
2022-10-13 02:27:00;0.0
2022-10-13 02:28:00;0.0
2022-10-13 02:29:00;0.0
2022-10-13 02:30:00;0.0
2022-10-13 02:31:00;0.0
2022-10-13 02:32:00;0.0
2022-10-13 02:33:00;0.0
2022-10-13 02:34:00;0.0
2022-10-13 02:35:00;0.0
2022-10-13 02:36:00;0.0
2022-10-13 02:37:00;0.0
2022-10-13 02:38:00;0.0
2022-10-13 02:39:00;0.0
2022-10-13 02:40:00;0.0
2022-10-13 02:41:00;0.0
2022-10-13 02:42:00;0.0
2022-10-13 02:43:00;0.0
2022-10-13 02:44:00;0.0
2022-10-13 02:45:00;0.0
2022-10-13 02:46:00;0.0
2022-10-13 02:47:00;0.0
2022-10-13 02:48:00;0.0
2022-10-13 02:49:00;0.0
2022-10-13 02:50:00;0.0
2022-10-13 02:51:00;0.0
2022-10-13 02:52:00;0.0
2022-10-13 02:53:00;0.0
2022-10-13 02:54:00;0.0
2022-10-13 02:55:00;0.0
2022-10-13 02:56:00;0.0
2022-10-13 02:57:00;0.0
2022-10-13 02:58:00;0.0
2022-10-13 02:59:00;0.0
2022-10-13 03:00:00;0.0
2022-10-13 03:01:00;0.0
2022-10-13 03:02:00;0.0
2022-10-13 03:03:00;0.0
2022-10-13 03:04:00;0.0
2022-10-13 03:05:00;0.0
2022-10-13 03:06:00;0.0
2022-10-13 03:07:00;0.0
2022-10-13 03:08:00;0.0
2022-10-13 03:09:00;0.0
2022-10-13 03:10:00;0.0
2022-10-13 03:11:00;0.0
2022-10-13 03:12:00;0.0
2022-10-13 03:13:00;0.0
2022-10-13 03:14:00;0.0
2022-10-13 03:15:00;0.0
2022-10-13 03:16:00;0.0
2022-10-13 03:17:00;0.0
2022-10-13 03:18:00;0.0
2022-10-13 03:19:00;0.0
2022-10-13 03:20:00;0.0
2022-10-13 03:21:00;0.0
2022-10-13 03:22:00;0.0
2022-10-13 03:23:00;0.0
2022-10-13 03:24:00;0.0
2022-10-13 03:25:00;0.0
2022-10-13 03:26:00;0.0
2022-10-13 03:27:00;0.0
2022-10-13 03:28:00;0.0
2022-10-13 03:29:00;0.0
2022-10-13 03:30:00;0.0
2022-10-13 03:31:00;0.0
2022-10-13 03:32:00;0.0
2022-10-13 03:33:00;0.0
2022-10-13 03:34:00;0.0
2022-10-13 03:35:00;0.0
2022-10-13 03:36:00;0.0
2022-10-13 03:37:00;0.0
2022-10-13 03:38:00;0.0
2022-10-13 03:39:00;0.0
2022-10-13 03:40:00;0.0
2022-10-13 03:41:00;0.0
2022-10-13 03:42:00;0.0
2022-10-13 03:43:00;0.0
2022-10-13 03:44:00;0.0
2022-10-13 03:45:00;0.0
2022-10-13 03:46:00;0.0
2022-10-13 03:47:00;0.0
2022-10-13 03:48:00;0.0
2022-10-13 03:49:00;0.0
2022-10-13 03:50:00;0.0
2022-10-13 03:51:00;0.0
2022-10-13 03:52:00;0.0
2022-10-13 03:53:00;0.0
2022-10-13 03:54:00;0.0
2022-10-13 03:55:00;0.0
2022-10-13 03:56:00;0.0
2022-10-13 03:57:00;0.0
2022-10-13 03:58:00;0.0
2022-10-13 03:59:00;0.0
2022-10-13 04:00:00;0.0
2022-10-13 04:01:00;0.0
2022-10-13 04:02:00;0.0
2022-10-13 04:03:00;0.0
2022-10-13 04:04:00;0.0
2022-10-13 04:05:00;0.0
2022-10-13 04:06:00;0.0
2022-10-13 04:07:00;0.0
2022-10-13 04:08:00;0.0
2022-10-13 04:09:00;0.0
2022-10-13 04:10:00;0.0
2022-10-13 04:11:00;0.0
2022-10-13 04:12:00;0.0
2022-10-13 04:13:00;0.0
2022-10-13 04:14:00;0.0
2022-10-13 04:15:00;0.0
2022-10-13 04:16:00;0.0
2022-10-13 04:17:00;0.0
2022-10-13 04:18:00;0.0
2022-10-13 04:19:00;0.0
2022-10-13 04:20:00;0.0
2022-10-13 04:21:00;0.0
2022-10-13 04:22:00;0.0
2022-10-13 04:23:00;0.0
2022-10-13 04:24:00;0.0
2022-10-13 04:25:00;0.0
2022-10-13 04:26:00;0.0
2022-10-13 04:27:00;0.0
2022-10-13 04:28:00;0.0
2022-10-13 04:29:00;0.0
2022-10-13 04:30:00;0.0
2022-10-13 04:31:00;0.0
2022-10-13 04:32:00;0.0
2022-10-13 04:33:00;0.0
2022-10-13 04:34:00;0.0
2022-10-13 04:35:00;0.0
2022-10-13 04:36:00;0.0
2022-10-13 04:37:00;0.0
2022-10-13 04:38:00;0.0
2022-10-13 04:39:00;0.0
2022-10-13 04:40:00;0.0
2022-10-13 04:41:00;0.0
2022-10-13 04:42:00;0.0
2022-10-13 04:43:00;0.0
2022-10-13 04:44:00;0.0
2022-10-13 04:45:00;0.0
2022-10-13 04:46:00;0.0
2022-10-13 04:47:00;0.0
2022-10-13 04:48:00;0.0
2022-10-13 04:49:00;0.0
2022-10-13 04:50:00;0.0
2022-10-13 04:51:00;0.0
2022-10-13 04:52:00;0.0
2022-10-13 04:53:00;0.0
2022-10-13 04:54:00;0.0
2022-10-13 04:55:00;0.0
2022-10-13 04:56:00;0.0
2022-10-13 04:57:00;0.0
2022-10-13 04:58:00;0.0
2022-10-13 04:59:00;0.0
2022-10-13 05:00:00;0.0
2022-10-13 05:01:00;0.0
2022-10-13 05:02:00;0.0
2022-10-13 05:03:00;0.0
2022-10-13 05:04:00;0.0
2022-10-13 05:05:00;0.0
2022-10-13 05:06:00;0.0
2022-10-13 05:07:00;0.0
2022-10-13 05:08:00;0.0
2022-10-13 05:09:00;0.0
2022-10-13 05:10:00;0.0
2022-10-13 05:11:00;0.0
2022-10-13 05:12:00;0.0
2022-10-13 05:13:00;0.0
2022-10-13 05:14:00;0.0
2022-10-13 05:15:00;0.0
2022-10-13 05:16:00;0.0
2022-10-13 05:17:00;0.0
2022-10-13 05:18:00;0.0
2022-10-13 05:19:00;0.0
2022-10-13 05:20:00;0.0
2022-10-13 05:21:00;0.0
2022-10-13 05:22:00;0.0
2022-10-13 05:23:00;0.0
2022-10-13 05:24:00;0.0
2022-10-13 05:25:00;0.0
2022-10-13 05:26:00;0.0
2022-10-13 05:27:00;0.0
2022-10-13 05:28:00;0.0
2022-10-13 05:29:00;0.0
2022-10-13 05:30:00;0.0
2022-10-13 05:31:00;0.0
2022-10-13 05:32:00;0.0
2022-10-13 05:33:00;0.0
2022-10-13 05:34:00;0.0
2022-10-13 05:35:00;0.0
2022-10-13 05:36:00;0.0
2022-10-13 05:37:00;0.0
2022-10-13 05:38:00;0.0
2022-10-13 05:39:00;0.0
2022-10-13 05:40:00;0.0
2022-10-13 05:41:00;0.0
2022-10-13 05:42:00;0.0
2022-10-13 05:43:00;0.0
2022-10-13 05:44:00;0.0
2022-10-13 05:45:00;0.0
2022-10-13 05:46:00;0.0
2022-10-13 05:47:00;0.0
2022-10-13 05:48:00;0.0
2022-10-13 05:49:00;0.0
2022-10-13 05:50:00;0.0
2022-10-13 05:51:00;0.0
2022-10-13 05:52:00;0.0
2022-10-13 05:53:00;0.0
2022-10-13 05:54:00;0.0
2022-10-13 05:55:00;0.0
2022-10-13 05:56:00;0.0
2022-10-13 05:57:00;0.0
2022-10-13 05:58:00;0.0
2022-10-13 05:59:00;0.0
2022-10-13 06:00:00;0.0
2022-10-13 06:01:00;0.0
2022-10-13 06:02:00;0.0
2022-10-13 06:03:00;0.0
2022-10-13 06:04:00;0.0
2022-10-13 06:05:00;0.0
2022-10-13 06:06:00;0.0
2022-10-13 06:07:00;0.0
2022-10-13 06:08:00;0.0
2022-10-13 06:09:00;0.0
2022-10-13 06:10:00;0.0
2022-10-13 06:11:00;0.0
2022-10-13 06:12:00;0.0
2022-10-13 06:13:00;0.0
2022-10-13 06:14:00;0.0
2022-10-13 06:15:00;0.0
2022-10-13 06:16:00;0.0
2022-10-13 06:17:00;0.0
2022-10-13 06:18:00;0.0
2022-10-13 06:19:00;0.0
2022-10-13 06:20:00;0.0
2022-10-13 06:21:00;0.0
2022-10-13 06:22:00;0.0
2022-10-13 06:23:00;0.0
2022-10-13 06:24:00;0.0
2022-10-13 06:25:00;0.0
2022-10-13 06:26:00;0.0
2022-10-13 06:27:00;0.0
2022-10-13 06:28:00;0.0
2022-10-13 06:29:00;0.0
2022-10-13 06:30:00;0.0
2022-10-13 06:31:00;0.0
2022-10-13 06:32:00;0.0
2022-10-13 06:33:00;0.0
2022-10-13 06:34:00;0.0
2022-10-13 06:35:00;0.0
2022-10-13 06:36:00;0.0
2022-10-13 06:37:00;0.0
2022-10-13 06:38:00;0.0
2022-10-13 06:39:00;0.0
2022-10-13 06:40:00;0.0
2022-10-13 06:41:00;0.0
2022-10-13 06:42:00;0.0
2022-10-13 06:43:00;0.0
2022-10-13 06:44:00;0.0
2022-10-13 06:45:00;0.0
2022-10-13 06:46:00;0.0
2022-10-13 06:47:00;0.0
2022-10-13 06:48:00;0.0
2022-10-13 06:49:00;0.0
2022-10-13 06:50:00;0.0
2022-10-13 06:51:00;0.0
2022-10-13 06:52:00;0.0
2022-10-13 06:53:00;0.0
2022-10-13 06:54:00;0.0
2022-10-13 06:55:00;0.0
2022-10-13 06:56:00;0.0
2022-10-13 06:57:00;0.0
2022-10-13 06:58:00;0.0
2022-10-13 06:59:00;0.0
2022-10-13 07:00:00;0.0
2022-10-13 07:01:00;0.0
2022-10-13 07:02:00;0.0
2022-10-13 07:03:00;0.0
2022-10-13 07:04:00;0.0
2022-10-13 07:05:00;0.0
2022-10-13 07:06:00;0.0
2022-10-13 07:07:00;0.0
2022-10-13 07:08:00;0.0
2022-10-13 07:09:00;0.0
2022-10-13 07:10:00;0.0
2022-10-13 07:11:00;0.0
2022-10-13 07:12:00;0.0
2022-10-13 07:13:00;0.0
2022-10-13 07:14:00;0.0
2022-10-13 07:15:00;0.0
2022-10-13 07:16:00;0.0
2022-10-13 07:17:00;0.0
2022-10-13 07:18:00;0.0
2022-10-13 07:19:00;0.0
2022-10-13 07:20:00;0.0
2022-10-13 07:21:00;0.0
2022-10-13 07:22:00;0.0
2022-10-13 07:23:00;0.0
2022-10-13 07:24:00;0.0
2022-10-13 07:25:00;0.0
2022-10-13 07:26:00;0.0
2022-10-13 07:27:00;0.0
2022-10-13 07:28:00;0.0
2022-10-13 07:29:00;0.0
2022-10-13 07:30:00;0.0
2022-10-13 07:31:00;0.0
2022-10-13 07:32:00;0.0
2022-10-13 07:33:00;0.0
2022-10-13 07:34:00;0.0
2022-10-13 07:35:00;0.0
2022-10-13 07:36:00;0.0
2022-10-13 07:37:00;0.0
2022-10-13 07:38:00;0.0
2022-10-13 07:39:00;0.0
2022-10-13 07:40:00;0.0
2022-10-13 07:41:00;0.0
2022-10-13 07:42:00;0.0
2022-10-13 07:43:00;0.0
2022-10-13 07:44:00;0.0
2022-10-13 07:45:00;0.0
2022-10-13 07:46:00;0.0
2022-10-13 07:47:00;0.0
2022-10-13 07:48:00;0.0
2022-10-13 07:49:00;0.0
2022-10-13 07:50:00;0.0
2022-10-13 07:51:00;0.0
2022-10-13 07:52:00;0.0
2022-10-13 07:53:00;0.0
2022-10-13 07:54:00;0.0
2022-10-13 07:55:00;0.0
2022-10-13 07:56:00;0.0
2022-10-13 07:57:00;0.0
2022-10-13 07:58:00;0.0
2022-10-13 07:59:00;0.0
2022-10-13 08:00:00;0.0
2022-10-13 08:01:00;0.0
2022-10-13 08:02:00;0.0
2022-10-13 08:03:00;0.0
2022-10-13 08:04:00;0.0
2022-10-13 08:05:00;0.0
2022-10-13 08:06:00;0.0
2022-10-13 08:07:00;0.0
2022-10-13 08:08:00;0.0
2022-10-13 08:09:00;0.0
2022-10-13 08:10:00;0.0
2022-10-13 08:11:00;0.0
2022-10-13 08:12:00;0.0
2022-10-13 08:13:00;0.0
2022-10-13 08:14:00;0.0
2022-10-13 08:15:00;0.0
2022-10-13 08:16:00;0.0
2022-10-13 08:17:00;0.0
2022-10-13 08:18:00;0.0
2022-10-13 08:19:00;0.0
2022-10-13 08:20:00;0.0
2022-10-13 08:21:00;0.0
2022-10-13 08:22:00;0.0
2022-10-13 08:23:00;0.0
2022-10-13 08:24:00;0.0
2022-10-13 08:25:00;0.0
2022-10-13 08:26:00;0.0
2022-10-13 08:27:00;0.0
2022-10-13 08:28:00;0.0
2022-10-13 08:29:00;0.0
2022-10-13 08:30:00;0.0
2022-10-13 08:31:00;0.0
2022-10-13 08:32:00;0.0
2022-10-13 08:33:00;0.0
2022-10-13 08:34:00;0.0
2022-10-13 08:35:00;0.0
2022-10-13 08:36:00;0.0
2022-10-13 08:37:00;0.0
2022-10-13 08:38:00;0.0
2022-10-13 08:39:00;0.0
2022-10-13 08:40:00;0.0
2022-10-13 08:41:00;0.0
2022-10-13 08:42:00;0.0
2022-10-13 08:43:00;0.0
2022-10-13 08:44:00;0.0
2022-10-13 08:45:00;0.0
2022-10-13 08:46:00;0.0
2022-10-13 08:47:00;0.0
2022-10-13 08:48:00;0.0
2022-10-13 08:49:00;0.0
2022-10-13 08:50:00;0.0
2022-10-13 08:51:00;0.0
2022-10-13 08:52:00;0.0
2022-10-13 08:53:00;0.0
2022-10-13 08:54:00;0.0
2022-10-13 08:55:00;0.0
2022-10-13 08:56:00;0.0
2022-10-13 08:57:00;0.0
2022-10-13 08:58:00;0.0
2022-10-13 08:59:00;0.0
2022-10-13 09:00:00;0.0
2022-10-13 09:01:00;0.0
2022-10-13 09:02:00;0.0
2022-10-13 09:03:00;0.0
2022-10-13 09:04:00;0.0
2022-10-13 09:05:00;0.0
2022-10-13 09:06:00;0.0
2022-10-13 09:07:00;0.0
2022-10-13 09:08:00;0.0
2022-10-13 09:09:00;0.0
2022-10-13 09:10:00;0.0
2022-10-13 09:11:00;0.0
2022-10-13 09:12:00;0.0
2022-10-13 09:13:00;0.0
2022-10-13 09:14:00;0.0
2022-10-13 09:15:00;0.0
2022-10-13 09:16:00;0.0
2022-10-13 09:17:00;0.0
2022-10-13 09:18:00;0.0
2022-10-13 09:19:00;0.0
2022-10-13 09:20:00;0.0
2022-10-13 09:21:00;0.0
2022-10-13 09:22:00;0.0
2022-10-13 09:23:00;0.0
2022-10-13 09:24:00;0.0
2022-10-13 09:25:00;0.0
2022-10-13 09:26:00;0.0
2022-10-13 09:27:00;0.0
2022-10-13 09:28:00;0.0
2022-10-13 09:29:00;0.0
2022-10-13 09:30:00;0.0
2022-10-13 09:31:00;0.0
2022-10-13 09:32:00;0.0
2022-10-13 09:33:00;0.0
2022-10-13 09:34:00;0.0
2022-10-13 09:35:00;0.0
2022-10-13 09:36:00;0.0
2022-10-13 09:37:00;0.0
2022-10-13 09:38:00;0.0
2022-10-13 09:39:00;0.0
2022-10-13 09:40:00;0.0
2022-10-13 09:41:00;0.0
2022-10-13 09:42:00;0.0
2022-10-13 09:43:00;0.0
2022-10-13 09:44:00;0.0
2022-10-13 09:45:00;0.0
2022-10-13 09:46:00;0.0
2022-10-13 09:47:00;0.0
2022-10-13 09:48:00;0.0
2022-10-13 09:49:00;0.0
2022-10-13 09:50:00;0.0
2022-10-13 09:51:00;0.0
2022-10-13 09:52:00;0.0
2022-10-13 09:53:00;0.0
2022-10-13 09:54:00;0.0
2022-10-13 09:55:00;0.0
2022-10-13 09:56:00;0.0
2022-10-13 09:57:00;0.0
2022-10-13 09:58:00;0.0
2022-10-13 09:59:00;0.0
2022-10-13 10:00:00;0.0
2022-10-13 10:01:00;0.0
2022-10-13 10:02:00;0.0
2022-10-13 10:03:00;0.0
2022-10-13 10:04:00;0.0
2022-10-13 10:05:00;0.0
2022-10-13 10:06:00;0.0
2022-10-13 10:07:00;0.0
2022-10-13 10:08:00;0.0
2022-10-13 10:09:00;0.0
2022-10-13 10:10:00;0.0
2022-10-13 10:11:00;0.0
2022-10-13 10:12:00;0.0
2022-10-13 10:13:00;0.0
2022-10-13 10:14:00;0.0
2022-10-13 10:15:00;0.0
2022-10-13 10:16:00;0.0
2022-10-13 10:17:00;0.0
2022-10-13 10:18:00;0.0
2022-10-13 10:19:00;0.0
2022-10-13 10:20:00;0.0
2022-10-13 10:21:00;0.0
2022-10-13 10:22:00;0.0
2022-10-13 10:23:00;0.0
2022-10-13 10:24:00;0.0
2022-10-13 10:25:00;0.0
2022-10-13 10:26:00;0.0
2022-10-13 10:27:00;0.0
2022-10-13 10:28:00;0.0
2022-10-13 10:29:00;0.0
2022-10-13 10:30:00;0.0
2022-10-13 10:31:00;0.0
2022-10-13 10:32:00;0.0
2022-10-13 10:33:00;0.0
2022-10-13 10:34:00;0.0
2022-10-13 10:35:00;0.0
2022-10-13 10:36:00;0.0
2022-10-13 10:37:00;0.0
2022-10-13 10:38:00;0.0
2022-10-13 10:39:00;0.0
2022-10-13 10:40:00;0.0
2022-10-13 10:41:00;0.0
2022-10-13 10:42:00;0.0
2022-10-13 10:43:00;0.0
2022-10-13 10:44:00;0.0
2022-10-13 10:45:00;0.0
2022-10-13 10:46:00;0.0
2022-10-13 10:47:00;0.0
2022-10-13 10:48:00;0.0
2022-10-13 10:49:00;0.0
2022-10-13 10:50:00;0.0
2022-10-13 10:51:00;0.0
2022-10-13 10:52:00;0.0
2022-10-13 10:53:00;0.0
2022-10-13 10:54:00;0.0
2022-10-13 10:55:00;0.0
2022-10-13 10:56:00;0.0
2022-10-13 10:57:00;0.0
2022-10-13 10:58:00;0.0
2022-10-13 10:59:00;0.0
2022-10-13 11:00:00;0.0
2022-10-13 11:01:00;0.0
2022-10-13 11:02:00;0.0
2022-10-13 11:03:00;0.0
2022-10-13 11:04:00;0.0
2022-10-13 11:05:00;0.0
2022-10-13 11:06:00;0.0
2022-10-13 11:07:00;0.0
2022-10-13 11:08:00;0.0
2022-10-13 11:09:00;0.0
2022-10-13 11:10:00;0.0
2022-10-13 11:11:00;0.0
2022-10-13 11:12:00;0.0
2022-10-13 11:13:00;0.0
2022-10-13 11:14:00;0.0
2022-10-13 11:15:00;0.0
2022-10-13 11:16:00;0.0
2022-10-13 11:17:00;0.0
2022-10-13 11:18:00;0.0
2022-10-13 11:19:00;0.0
2022-10-13 11:20:00;0.0
2022-10-13 11:21:00;0.0
2022-10-13 11:22:00;0.0
2022-10-13 11:23:00;0.0
2022-10-13 11:24:00;0.0
2022-10-13 11:25:00;0.0
2022-10-13 11:26:00;0.0
2022-10-13 11:27:00;0.0
2022-10-13 11:28:00;0.0
2022-10-13 11:29:00;0.0
2022-10-13 11:30:00;0.0
2022-10-13 11:31:00;0.0
2022-10-13 11:32:00;0.0
2022-10-13 11:33:00;0.0
2022-10-13 11:34:00;0.0
2022-10-13 11:35:00;0.0
2022-10-13 11:36:00;0.0
2022-10-13 11:37:00;0.0
2022-10-13 11:38:00;0.0
2022-10-13 11:39:00;0.0
2022-10-13 11:40:00;0.0
2022-10-13 11:41:00;0.0
2022-10-13 11:42:00;0.0
2022-10-13 11:43:00;0.0
2022-10-13 11:44:00;0.0
2022-10-13 11:45:00;0.0
2022-10-13 11:46:00;0.0
2022-10-13 11:47:00;0.0
2022-10-13 11:48:00;0.0
2022-10-13 11:49:00;0.0
2022-10-13 11:50:00;0.0
2022-10-13 11:51:00;0.0
2022-10-13 11:52:00;0.0
2022-10-13 11:53:00;0.0
2022-10-13 11:54:00;0.0
2022-10-13 11:55:00;0.0
2022-10-13 11:56:00;0.0
2022-10-13 11:57:00;0.0
2022-10-13 11:58:00;0.0
2022-10-13 11:59:00;0.0
